OrderID,Date,Store,Region,Category,Product,Units,Unit_Price,Discount,Revenue,Profit,SalesRep
ORD108330,2023-04-02 12:56:00,Delhi,North,Toys,Soft Toy Bear,11.0,871.46,0.1,8627.45,2573.28,
ORD104089,2023-04-02 14:48:00,Patna,East,  Home Goods,Curtain Set,1.0,2420.09,0.0,2420.09,502.7,S. Nair
ORD102599,2023-04-02 15:07:00,Bhubaneswar,East,Groceries,Tea Leaves 500g,7.0,159.14,0.0,1113.98,125.93,K. Menon
ORD104266,2023-04-02 16:23:00,Chennai,South,Groceries,Basmati Rice 5kg,14.0,333.38,0.05,4433.95,1144.29,V. Reddy
ORD107661,2023-04-02 18:16:00,Patna,East,Toys,Remote Control Car,8.0,1252.69,0.0,10021.52,2429.36,N. Gupta
ORD107498,2023-04-02 18:38:00,Mumbai,West,Apparel,Saree,13.0,1070.38,0.1,12523.45,3075.75,V. Reddy
ORD104698,2023-04-02 19:12:00,Kolkata,East,Toys,Soft Toy Bear,2.0,975.17,0.05,1852.82,553.73,T. Banerjee
ORD106809,2023-04-02 19:40:00,Chennai,South,Home Goods,Curtain Set,14.0,1349.3,0.0,18890.2,2972.64,S. Nair
ORD100631,2023-04-02 20:37:00,Mumbai,West,Groceries,Spice Combo Pack,2.0,794.23,0.0,1588.46,402.22,D. Joshi
ORD108181,2023-04-02 20:50:00,Lucknow,North,Electronics,Bluetooth Speaker,8.0,3696.22,0.0,29569.76,3682.71,S. Nair
ORD107817,2023-04-02 22:28:00,Lucknow,North,Toys,Soft Toy Bear,4.0,1685.55,0.1,6067.98,1380.97,M. Khan
ORD104483,2023-04-02 22:36:00,Hyderabad,South,Apparel,Saree,12.0,2237.26,0.1,24162.41,7898.95,K. Menon
ORD107134,2023-04-02 22:56:00,Lucknow,North,Electronics,LED Monitor,3.0,3157.12,0.0,9471.36,947.39,K. Menon
ORD101923,2023-04-02 23:10:00,Chandigarh,North,Apparel,Saree,6.0,1743.06,0.05,9935.44,3198.87,M. Khan
ORD104152,2023-04-02 23:24:00,Bhubaneswar,East,Toys,Board Game,2.0,1128.83,0.15,1919.01,210.84,
ORD100377,2023-04-03 00:11:00,Bengaluru,South,Electronics,LED Monitor,11.0,3759.38,0.05,39285.52,12930.75,R. Iyer
ORD100482,2023-04-03 00:14:00,Pune,West,Toys,Building Blocks Set,11.0,1571.56,0.0,17287.16,3190.94,M. Khan
ORD100693,2023-04-03 00:26:00,Kolkata,East,Apparel,Cotton Kurta,10.0,2379.53,0.1,21415.77,7438.69,S. Nair
ORD103138,2023-04-03 00:36:00,Kolkata,East,Home Goods,Curtain Set,7.0,2320.73,0.0,16245.11,4546.84,
ORD100739,2023-04-03 01:22:00,Delhi,North,Home Goods,Table Lamp,3.0,2754.5,0.15,7023.98,1331.56,R. Iyer
ORD102589,2023-04-03 01:47:00,Lucknow,North,Electronics,Smartwatch,9.0,3857.64,0.0,34718.76,9834.69,S. Nair
ORD109891,2023-04-03 02:06:00,Delhi,North,Groceries,Spice Combo Pack,9.0,240.29,0.05,2054.48,647.62,N. Gupta
ORD108701,2023-04-03 02:40:00,Bhubaneswar,East,Toys,Puzzle 500pc,13.0,1377.5,0.15,15221.38,4714.83,M. Khan
ORD109406,2023-04-03 02:42:00,Lucknow,North,Home Goods,Curtain Set,2.0,1741.37,0.0,3482.74,899.48,M. Khan
ORD108389,2023-04-03 02:46:00,Kolkata,East,Apparel,Saree,7.0,1050.44,0.05,6985.43,1089.65,V. Reddy
ORD106129,2023-04-03 02:59:00,Bhubaneswar,East,Apparel,Sports Jacket,3.0,704.05,0.0,2112.15,503.42,N. Gupta
ORD101546,2023-04-03 03:13:00,Hyderabad,South,Apparel,Denim Jeans,10.0,1517.85,0.0,15178.5,5014.21,K. Menon
ORD106272,2023-04-03 03:58:00,Ahmedabad,West,Toys,Puzzle 500pc,14.0,1306.55,0.0,18291.7,6001.07,S. Nair
ORD108497,2023-04-03 04:23:00,Chennai,South,Apparel,Formal Shirt,7.0,435.96,0.0,3051.72,1001.75,R. Iyer  
ORD103873,2023-04-03 04:41:00,Pune,West,Groceries,Spice Combo Pack,7.0,112.97,0.05,751.25,120.61,K. Menon
ORD101684,2023-04-03 05:51:00,Lucknow,North,Apparel,Denim Jeans,12.0,1100.28,0.1,11883.02,3319.56,V. Reddy
ORD101702,2023-04-03 06:59:00,Delhi,North,Electronics,Power Bank,12.0,3328.45,0.0,39941.4,12853.54,D. Joshi
ORD105343,2023-04-03 07:51:00,Pune,West,Groceries,Tea Leaves 500g,10.0,179.89,0.0,1798.9,447.59,S. Nair
ORD109309,2023-04-03 10:35:00,Delhi,North,Home Goods,Curtain Set,3.0,716.94,0.0,2150.82,722.14,P. Verma
ORD109536,2023-04-03 11:10:00,Delhi,North,Groceries,Cooking Oil 1L,9.0,559.75,0.0,29800.850729018217,1321.47,P. Verma
ORD105953,2023-04-03 12:00:00,Pune,West,Toys,Board Game,9.0,1363.21,0.15,10428.56,1703.53,N. Gupta
ORD103245,2023-04-03 14:56:00,Lucknow,North,Groceries,Spice Combo Pack,3.0,662.9,0.1,1789.83,625.08,D. Joshi
ORD108341,2023-04-03 14:59:00,Patna,East,Apparel,Denim Jeans,4.0,1928.82,0.05,7329.52,2322.13,T. Banerjee
ORD109599,2023-04-03 17:39:00,Mumbai,West,Home Goods,Non-stick Pan,7.0,1782.77,0.0,12479.39,3950.82,D. Joshi
ORD106504,2023-04-03 17:53:00,Bhubaneswar,East,Apparel,Sports Jacket,13.0,757.88,0.1,8867.2,2028.63,T. Banerjee
ORD102465,2023-04-03 18:09:00,Kolkata,East,Electronics,Bluetooth Speaker,4.0,941.45,0.1,3389.22,735.16,T. Banerjee
ORD100025,2023-04-03 18:32:00,Chandigarh,North,Electronics,Power Bank,9.0,3126.57,0.1,25325.22,8136.12,R. Iyer
ORD103405,2023-04-03 19:12:00,Kolkata,East,Electronics,Bluetooth Speaker,10.0,3337.04,0.0,33370.4,10158.05,N. Gupta
ORD103707,2023-04-03 19:13:00,Mumbai,West,Apparel,Sports Jacket,10.0,2096.37,0.1,18867.33,5069.05,D. Joshi
ORD104456,2023-04-03 20:19:00,Hyderabad,South,Home Goods,Storage Box,10.0,1035.97,0.0,10359.7,1717.41,A. Sharma
ORD107604,2023-04-03 21:44:00,Patna,East,Electronics,Power Bank,3.0,3169.26,0.0,9507.78,1942.52,M. Khan
ORD108956,2023-04-03 22:15:00,Bengaluru,South,Groceries,Spice Combo Pack,9.0,519.05,0.1,4204.3,481.59,K. Menon
ORD108745,2023-04-03 22:36:00,Bhubaneswar,East,Groceries,Basmati Rice 5kg,10.0,171.51,0.2,1372.08,464.07,D. Joshi
ORD108776,2023-04-03 22:57:00,Hyderabad,South,Electronics,Smartwatch,2.0,2273.87,0.1,4092.97,689.76,  S. Nair
ORD101667,2023-04-04 00:25:00,Mumbai,West,Home Goods,Table Lamp,1.0,1769.18,0.15,1503.8,306.83,K. Menon
ORD104033,2023-04-04 02:00:00,Pune,West,Groceries,Basmati Rice 5kg,13.0,811.18,0.0,10545.34,2524.06,M. Khan
ORD101530,2023-04-04 03:00:00,Bengaluru,South,Toys,Board Game,13.0,1398.38,0.0,18178.94,3700.87,A. Sharma
ORD104079,2023-04-04 04:12:00,Bengaluru,South,Toys,Board Game,8.0,166.04,,1261.9,213.67,R. Iyer
ORD102408,2023-04-04 05:32:00,Pune,West,Electronics,Smartwatch,2.0,854.41,0.0,1708.82,217.05,P. Verma
ORD108079,2023-04-04 05:37:00,Delhi,North,Home Goods,Bedsheet Set,13.0,931.35,0.0,12107.55,1770.06,M. Khan
ORD102209,2023-04-04 05:57:00,Delhi,North,Electronics,Power Bank,11.0,3906.53,0.0,42971.83,14570.13,M. Khan
ORD104994,2023-04-04 06:31:00,Delhi,North,Home Goods,Non-stick Pan,6.0,1028.72,0.05,5863.7,2008.4,P. Verma
ORD101059,2023-04-04 07:08:00,Kolkata,East,Apparel,Sports Jacket,10.0,1972.82,0.05,18741.79,5129.86,T. Banerjee
ORD100649,2023-04-04 07:59:00,Mumbai,West,Groceries  ,Cooking Oil 1L,8.0,667.08,0.0,5336.64,1533.01,D. Joshi
ORD109040,2023-04-04 08:30:00,Kolkata,East,Groceries,Spice Combo Pack,3.0,221.16,0.0,663.48,173.2,N. Gupta
ORD109967,2023-04-04 09:56:00,Bhubaneswar,East,Groceries,Cooking Oil 1L,1.0,475.5,0.0,475.5,133.68,M. Khan
ORD102936,2023-04-04 10:21:00,Mumbai,West,Toys,Building Blocks Set,11.0,789.84,0.0,,942.19,D. Joshi
ORD102118,2023-04-04 12:59:00,Chandigarh,North,Electronics,LED Monitor,9.0,1208.98,0.0,10880.82,3199.45,S. Nair
ORD101091,2023-04-04 13:13:00,Chennai,South,Electronics,Wireless Earbuds,12.0,1313.67,0.0,15764.04,4715.95,S. Nair
ORD109264,2023-04-04 13:55:00,Ahmedabad,West,Home Goods,Storage Box,10.0,959.64,0.1,8636.76,1063.76,D. Joshi  
ORD108952,2023-04-04 15:54:00,Mumbai,West,Groceries,Cooking Oil 1L,9.0,867.53,0.05,7417.38,2021.15,R. Iyer
ORD105474,2023-04-04 16:09:00,Kolkata,East,Home Goods,Bedsheet Set,2.0,227.69,0.05,432.61,134.74,M. Khan
ORD103966,2023-04-04 16:12:00,Bhubaneswar,East,Apparel,Cotton Kurta,11.0,1215.44,0.1,12032.86,3627.0,N. Gupta
ORD107284,2023-04-04 16:14:00,Lucknow,North,Groceries,Basmati Rice 5kg,6.0,328.13,0.05,1870.34,524.37,P. Verma
ORD107031,2023-04-04 16:22:00,Pune,West,Groceries,Cooking Oil 1L,14.0,739.32,0.0,10350.48,1693.3,A. Sharma  
ORD105966,2023-04-04 16:32:00,Pune,West,Apparel,Denim Jeans,14.0,670.55,0.15,7979.54,1688.6,A. Sharma
ORD105966,2023-04-04 16:32:00,Pune,West,Apparel,Denim Jeans,14.0,670.55,0.15,7979.54,1688.6,A. Sharma
ORD106288,2023-04-04 16:52:00,Bhubaneswar,East,Electronics,Smartwatch,13.0,2269.44,0.15,25077.31,7398.98,A. Sharma
ORD106154,2023-04-04 17:20:00,Chandigarh,North, Apparel ,Formal Shirt,3.0,797.88,0.1,2154.28,,R. Iyer
ORD103247,2023-04-04 20:27:00,Patna,East,Electronics,Bluetooth Speaker,13.0,1951.0,0.0,25363.0,6453.66,K. Menon
ORD108993,2023-04-04 21:43:00,Kolkata,East,Groceries,Spice Combo Pack,4.0,552.95,0.15,1880.03,,
ORD108626,2023-04-04 21:57:00,Chandigarh,North,Home Goods,Bedsheet Set,6.0,2802.13,0.05,15972.14,3981.34, T. Banerjee 
ORD107080,2023-04-04 22:20:00,Lucknow,North,Groceries,Wheat Flour 10kg,6.0,,0.1,3679.51,963.56,S. Nair
ORD101043,2023-04-04 23:03:00,Hyderabad,South,Electronics,LED Monitor,10.0,2117.03,0.15,17994.76,4957.85,S. Nair
ORD107696,2023-04-05 00:03:00,Chandigarh,North,Apparel,Formal Shirt,13.0,409.36,0.15,4523.43,769.23,P. Verma  
ORD105749,2023-04-05 00:44:00,Chandigarh,North,Toys,Puzzle 500pc,4.0,206.45,0.0,825.8,129.14,A. Sharma
ORD104712,2023-04-05 00:58:00,Chandigarh,North,Home Goods,Table Lamp,11.0,2760.83,0.0,30369.13,8762.71,  A. Sharma
ORD101975,2023-04-05 01:11:00,Patna,East,Home Goods,Bedsheet Set,10.0,1053.38,0.05,10007.11,1542.66,S. Nair
ORD106819,2023-04-05 01:57:00,Patna,East,Home Goods,Storage Box,12.0,1680.28,0.0,20163.36,4417.57,K. Menon
ORD104271,2023-04-05 02:25:00,Mumbai,West,Groceries,Basmati Rice 5kg,7.0,509.66,0.0,3567.62,422.84,K. Menon
ORD104314,2023-04-05 02:28:00,Lucknow,North,Apparel,Denim Jeans,14.0,321.59,0.0,24391.64615981248,1038.06,A. Sharma
ORD104384,2023-04-05 02:39:00,Chandigarh,North,Electronics,LED Monitor,5.0,3624.65,0.0,18123.25,4380.62,V. Reddy
ORD108663,2023-04-05 02:42:00,Pune,West,Apparel,Formal Shirt,2.0,1205.19,0.1,2169.34,251.16,V. Reddy
ORD106773,2023-04-05 03:07:00,Mumbai,West,Home Goods,Table Lamp,13.0,2773.94,0.0,36061.22,11746.54,N. Gupta
ORD100675,2023-04-05 04:50:00,Kolkata,East,Electronics,Wireless Earbuds,2.0,954.51,0.0,1909.02,611.21,K. Menon
ORD108317,2023-04-05 05:31:00,Pune,West,Groceries,Basmati Rice 5kg,,576.76,0.05,5479.22,682.72,P. Verma
ORD107751,2023-04-05 06:11:00,Lucknow,North,Toys,Remote Control Car,6.0,183.21,0.0,1099.26,210.55,M. Khan
ORD100376,2023-04-05 06:14:00,Delhi,North,  Groceries,Basmati Rice 5kg,6.0,253.22,0.0,1519.32,269.6,P. Verma
ORD105576,2023-04-05 08:09:00,Pune,West,Toys,Remote Control Car,10.0,1429.58,0.0,14295.8,4709.12,M. Khan
ORD101525,2023-04-05 08:36:00,Kolkata,East,Home Goods,Table Lamp,12.0,1573.46,0.05,17937.44,5671.67,N. Gupta
ORD109949,2023-04-05 10:27:00,Lucknow,North,Toys,Puzzle 500pc,3.0,1286.31,0.05,3665.98,1095.6,D. Joshi
ORD108271,2023-04-05 10:28:00,Ahmedabad,West, Toys ,Building Blocks Set,14.0,777.64,0.1,9798.26,2483.34,V. Reddy
ORD109985,2023-04-05 12:00:00,Patna,East,Apparel,Cotton Kurta,4.0,1033.92,0.1,3722.11,1152.71,M. Khan
ORD104601,2023-04-05 12:13:00,Chennai,South,Home Goods,Storage Box,5.0,2744.96,0.0,13724.8,4669.27,M. Khan
ORD107753,2023-04-05 12:20:00,Patna,East,Apparel,Saree,3.0,986.64,0.2,2367.94,551.43,V. Reddy
ORD104279,2023-04-05 13:06:00,Lucknow,North,Home Goods,Bedsheet Set,13.0,319.27,0.05,3942.98,1151.18,P. Verma
ORD103900,2023-04-05 13:21:00,Bengaluru,South,Electronics,Wireless Earbuds,6.0,1765.61,0.05,10063.98,2353.36,A. Sharma
ORD103843,2023-04-05 14:46:00,Lucknow,North,Toys,Remote Control Car,4.0,364.15,0.15,1238.11,161.27,S. Nair
ORD109887,2023-04-05 15:10:00,Lucknow,North,Home Goods,Storage Box,11.0,507.37,0.05,5302.02,991.97,R. Iyer
ORD109887,2023-04-05 15:10:00,Lucknow,North,Home Goods,Storage Box,11.0,507.37,0.05,5302.02,991.97,R. Iyer
ORD104844,2023-04-05 15:58:00,Pune,West,Groceries,Wheat Flour 10kg,13.0,117.01,0.2,1216.9,255.04,K. Menon
ORD105072,2023-04-05 16:00:00,Bhubaneswar,East,Toys,Remote Control Car,6.0,1389.65,0.05,7921.01,2046.34,N. Gupta
ORD106914,2023-04-05 16:01:00,Patna,East,Groceries  ,Tea Leaves 500g,1.0,871.5,0.05,827.92,112.13,D. Joshi
ORD102704,2023-04-05 17:31:00,Lucknow,North,Toys,Puzzle 500pc,4.0,875.87,0.1,3153.13,1018.43,M. Khan
ORD105405,2023-04-05 17:59:00,Patna,East,Toys,Building Blocks Set,13.0,561.12,0.2,5835.65,1616.39,D. Joshi
ORD101798,2023-04-05 18:02:00,Delhi,North,Electronics,Smartwatch,3.0,2194.63,0.15,5596.31,1606.05,N. Gupta
ORD104903,2023-04-05 19:01:00,Bhubaneswar,East,Apparel,Denim Jeans,4.0,1153.96,0.0,4615.84,802.81,R. Iyer
ORD101194,2023-04-05 21:00:00,Lucknow,North,Groceries,Basmati Rice 5kg,6.0,474.74,0.0,2848.44,740.37,T. Banerjee
ORD105654,2023-04-05 21:21:00,Mumbai,West,Apparel,Formal Shirt,10.0,383.26,0.0,3832.6,1180.26,N. Gupta
ORD100721,2023-04-05 22:23:00,Patna,East,Electronics,Smartwatch,12.0,3567.34,0.15,36386.87,6026.41,S. Nair
ORD107191,2023-04-05 23:43:00,Bengaluru,South,Home Goods,Bedsheet Set,11.0,581.2,0.0,6393.2,1819.25,M. Khan
ORD105920,2023-04-06 00:19:00,Lucknow,North,Home Goods,Non-stick Pan,6.0,1643.91,0.1,8877.11,2905.54,D. Joshi
ORD102777,2023-04-06 01:02:00,Ahmedabad,West,Apparel  ,Sports Jacket,12.0,1536.03,0.05,17510.74,4055.27,D. Joshi
ORD102654,2023-04-06 03:15:00,Mumbai,West,Apparel,Saree,11.0,2305.73,0.05,24094.88,4479.8, S. Nair 
ORD101487,2023-04-06 03:32:00,Mumbai,West,Home Goods,Storage Box,8.0,2097.23,0.05,15938.95,5090.77,D. Joshi
ORD109725,2023-04-06 05:41:00,Patna,East,Toys,Building Blocks Set,13.0,439.6,0.0,5714.8,1572.54,V. Reddy
ORD109725,2023-04-06 05:41:00,Patna,East,Toys,Building Blocks Set,13.0,439.6,0.0,5714.8,1572.54,V. Reddy
ORD106810,2023-04-06 06:13:00,Pune,West,Electronics,Bluetooth Speaker,9.0,2188.79,0.05,18714.15,3246.9,N. Gupta
ORD102384,2023-04-06 06:22:00,Bhubaneswar,East,Home Goods,Storage Box,4.0,1149.05,0.0,4596.2,563.29,N. Gupta
ORD101777,2023-04-06 09:23:00,Chennai,South,Electronics,LED Monitor,13.0,1108.26,0.05,13687.01,1899.73,R. Iyer
ORD102241,2023-04-06 09:40:00,Patna,East,Home Goods,Curtain Set,4.0,343.02,0.05,1303.48,132.27,R. Iyer
ORD107740,2023-04-06 09:45:00,Delhi,North,Electronics,LED Monitor,12.0,2646.33,0.05,30168.16,10280.38,M. Khan
ORD103338,2023-04-06 11:02:00,Hyderabad,South,Home Goods,Storage Box,6.0,1441.92,0.0,8651.52,2909.39,V. Reddy
ORD104810,2023-04-06 11:24:00,Lucknow,North,Apparel,Cotton Kurta,2.0,1089.05,,,714.04,D. Joshi
ORD106858,2023-04-06 11:59:00,Pune,West,Apparel,Cotton Kurta,1.0,1461.29,0.0,1461.29,205.24,T. Banerjee
ORD109002,2023-04-06 12:25:00,Delhi,North,Groceries,Wheat Flour 10kg,14.0,183.4,0.0,2567.6,314.32,S. Nair
ORD102201,2023-04-06 12:51:00,Bhubaneswar,East,Groceries,Wheat Flour 10kg,9.0,390.41,0.1,3162.32,,V. Reddy
ORD104048,2023-04-06 13:14:00,Bengaluru,South,Apparel,Sports Jacket,8.0,2203.89,0.0,17631.12,1918.66,A. Sharma
ORD104548,2023-04-06 14:43:00,Kolkata,East,Groceries,Cooking Oil 1L,8.0,323.43,0.1,2328.7,539.88,P. Verma
ORD105035,2023-04-06 16:10:00,Bhubaneswar,East, Toys ,Building Blocks Set,11.0,1297.26,0.05,13556.37,1670.56,A. Sharma
ORD109009,2023-04-06 16:43:00,Kolkata,East,Groceries,Spice Combo Pack,1.0,257.24,0.0,,42.14,N. Gupta
ORD109977,2023-04-06 16:53:00,Kolkata,East,Apparel,Formal Shirt,7.0,1621.3,0.1,10214.19,2132.24,S. Nair
ORD100448,2023-04-06 18:57:00,Mumbai,West,Toys,Building Blocks Set,6.0,203.47,0.2,976.66,298.74,P. Verma
ORD104626,2023-04-06 19:29:00,Delhi,North,Electronics,Smartwatch,12.0,2382.89,0.0,28594.68,5347.7,R. Iyer
ORD102022,2023-04-06 23:05:00,Bhubaneswar,East,Electronics,LED Monitor,8.0,516.56,0.1,3719.23,788.82,D. Joshi
ORD107496,2023-04-06 23:12:00,Delhi,North,Apparel,Cotton Kurta,12.0,1978.98,0.05,22560.37,7020.91,A. Sharma
ORD103129,2023-04-07 00:42:00,Bhubaneswar,East,Electronics,Power Bank,11.0,1512.73,0.1,14976.03,4638.29,D. Joshi
ORD107026,2023-04-07 00:54:00,Pune,West,Groceries,Wheat Flour 10kg,10.0,181.05,0.15,1538.92,169.52,T. Banerjee
ORD102600,2023-04-07 03:17:00,Hyderabad,South,Electronics,LED Monitor,10.0,3953.56,0.0,39535.6,,P. Verma
ORD101823,2023-04-07 03:19:00,Chandigarh,North,Electronics,Smartwatch,3.0,2284.85,0.05,6511.82,2161.69,T. Banerjee
ORD101190,2023-04-07 03:20:00,Patna,East,Electronics,Wireless Earbuds,3.0,3579.2,0.0,10737.6,2369.79,A. Sharma
ORD109345,2023-04-07 05:09:00,Bengaluru,South,Apparel,Formal Shirt,4.0,965.08,0.1,3474.29,626.76,K. Menon
ORD103506,2023-04-07 05:30:00,Pune,West,Groceries,Cooking Oil 1L,11.0,203.96,0.05,2131.38,276.34,M. Khan
ORD105108,2023-04-07 06:22:00,Patna,East,Electronics,Bluetooth Speaker,6.0,3436.3,0.1,18556.02,6403.46,S. Nair
ORD108897,2023-04-07 07:28:00,Lucknow,North,Electronics,Wireless Earbuds,11.0,1390.93,0.0,15300.23,4356.11,S. Nair
ORD103212,2023-04-07 08:19:00,Chandigarh,North,Electronics,Bluetooth Speaker,11.0,3423.41,0.15,32008.88,8529.27,V. Reddy
ORD103431,2023-04-07 10:05:00,Kolkata,East, Groceries ,Wheat Flour 10kg,14.0,731.85,0.2,8196.72,1157.03,P. Verma
ORD109894,2023-04-07 10:17:00,Pune,West,Electronics,Wireless Earbuds,11.0,2037.43,0.0,,7495.57,M. Khan
ORD101368,2023-04-07 10:23:00,Patna,East,Electronics,Power Bank,14.0,2752.84,0.0,38539.76,12456.59,P. Verma
ORD103311,2023-04-07 10:43:00,Patna,East,Toys,Soft Toy Bear,5.0,1507.16,0.0,7535.8,1843.97,R. Iyer
ORD107831,2023-04-07 11:11:00,Bhubaneswar,East,Toys,Soft Toy Bear,13.0,1272.64,0.0,16544.32,5113.05,R. Iyer
ORD102411,2023-04-07 12:13:00,Pune,West,Home Goods,Table Lamp,2.0,1517.46,0.0,3034.92,609.94,D. Joshi
ORD105897,2023-04-07 12:23:00,Mumbai,West,Groceries,Wheat Flour 10kg,2.0,153.47,0.2,245.55,80.75,P. Verma
ORD106474,2023-04-07 13:12:00,Ahmedabad,West,Home Goods,Bedsheet Set,8.0,1755.81,0.1,12641.83,3402.33,R. Iyer
ORD108016,2023-04-07 14:58:00,Chandigarh,North,Toys,Board Game,12.0,1971.25,0.0,23655.0,6617.0,N. Gupta
ORD106211,2023-04-07 16:33:00,Bhubaneswar,East,Apparel,Cotton Kurta,4.0,454.81,0.0,1819.24,230.61,D. Joshi
ORD107637,2023-04-07 17:38:00,Pune,West,Apparel,Cotton Kurta,14.0,676.2,0.0,9466.8,2400.57,S. Nair
ORD102256,2023-04-07 18:07:00,Chandigarh,North,Groceries,Cooking Oil 1L,8.0,723.27,0.05,5496.85,1163.33,A. Sharma
ORD106176,2023-04-07 18:13:00,Patna,East,Apparel,Formal Shirt,4.0,978.49,0.05,,1056.01,N. Gupta
ORD109346,2023-04-07 18:19:00,Bengaluru,South,Apparel,Denim Jeans,1.0,948.2,0.05,900.79,101.65, P. Verma 
ORD106384,2023-04-07 18:20:00,Patna,East,Electronics,Bluetooth Speaker,5.0,3640.67,0.1,16383.02,5306.56,M. Khan
ORD108495,2023-04-07 18:30:00,Bengaluru,South,Groceries,Wheat Flour 10kg,12.0,484.16,0.15,4938.43,1286.67,K. Menon
ORD100720,2023-04-07 18:35:00,Kolkata,East,Home Goods,Curtain Set,6.0,2507.39,0.2,12035.47,1247.49,P. Verma
ORD107098,2023-04-07 20:05:00,Lucknow,North,Electronics,LED Monitor,14.0,2633.99,0.05,35032.07,6587.69,P. Verma
ORD101612,2023-04-07 20:08:00,Mumbai,West,Electronics,Power Bank,8.0,1917.62,0.05,14573.91,2733.98,R. Iyer
ORD100572,2023-04-07 21:50:00,Pune,West,Apparel,Cotton Kurta,5.0,1668.97,0.0,8344.85,1483.14,V. Reddy
ORD100060,2023-04-07 22:08:00,Ahmedabad,West,Toys,Remote Control Car,12.0,1091.92,0.0,13103.04,4574.73,D. Joshi
ORD107264,2023-04-07 23:05:00,Chandigarh,North,Groceries,Cooking Oil 1L,13.0,583.96,0.15,6452.76,2234.29,N. Gupta
ORD105327,2023-04-08 00:03:00,Bengaluru,South,Home Goods,Table Lamp,12.0,2201.71,0.0,26420.52,4436.67,V. Reddy
ORD104842,2023-04-08 01:27:00,Hyderabad,South,Apparel,Denim Jeans,4.0,2022.95,0.0,8091.8,2266.27,R. Iyer
ORD102690,2023-04-08 01:49:00,Lucknow,North,Home Goods,Storage Box,12.0,2076.48,0.0,24917.76,6684.3,D. Joshi
ORD103691,2023-04-08 02:01:00,Chennai,South,Toys,Remote Control Car,1.0,1295.56,0.0,1295.56,133.2,V. Reddy
ORD108806,2023-04-08 03:18:00,Lucknow,North,Electronics,Power Bank,6.0,1969.33,0.0,11815.98,2333.71,N. Gupta
ORD100981,2023-04-08 03:38:00,Chandigarh,North,Toys,Puzzle 500pc,11.0,1247.53,0.0,13722.83,4560.34,P. Verma
ORD103382,2023-04-08 04:00:00,Delhi,North,Electronics,Smartwatch,13.0,796.94,0.0,45585.44684767764,2395.23,K. Menon
ORD105285,2023-04-08 04:13:00,Bengaluru,South,Toys,Remote Control Car,11.0,1552.86,0.0,17081.46,2929.89,T. Banerjee  
ORD103623,2023-04-08 05:36:00,Pune,West,Electronics,Power Bank,7.0,652.03,0.0,4564.21,959.77,P. Verma
ORD106585,2023-04-08 06:15:00,Ahmedabad,West,Electronics,Smartwatch,12.0,1391.94,0.0,16703.28,2108.54,V. Reddy
ORD108147,2023-04-08 07:13:00,Patna,East,Toys,Remote Control Car,14.0,1939.5,0.0,27153.0,6760.74,K. Menon
ORD103098,2023-04-08 07:17:00,Chandigarh,North,Apparel,Formal Shirt,1.0,558.21,0.0,558.21,120.92,K. Menon
ORD103778,2023-04-08 08:01:00,Ahmedabad,West,Apparel,Sports Jacket,11.0,1223.76,0.05,12788.29,2093.15,M. Khan
ORD104840,2023-04-08 08:26:00,Pune,West,Toys,Board Game,1.0,1868.14,0.1,1681.33,529.19,  A. Sharma
ORD107527,2023-04-08 09:05:00,Mumbai,West,Toys,Soft Toy Bear,13.0,1322.43,0.0,17191.59,5261.78,T. Banerjee
ORD101241,2023-04-08 09:35:00,Bhubaneswar,East,Apparel,Denim Jeans,1.0,1863.49,0.05,1770.32,284.28,P. Verma
ORD100081,2023-04-08 09:44:00,Chandigarh,North,Home Goods,Table Lamp,13.0,2911.78,0.0,37853.14,4260.51,P. Verma
ORD104694,2023-04-08 10:10:00,Bhubaneswar,East,Apparel,Cotton Kurta,5.0,838.64,0.0,21969.34259281623,758.31,K. Menon
ORD109388,2023-04-08 10:15:00,Lucknow,North,Toys,Board Game,14.0,339.16,0.2,3798.59,817.6,R. Iyer
ORD103271,2023-04-08 11:17:00,Bhubaneswar,East,Electronics,Wireless Earbuds,14.0,932.07,0.15,11091.63,2699.11,K. Menon
ORD109713,2023-04-08 11:19:00,Delhi,North,Electronics,Wireless Earbuds,1.0,2083.63,0.0,2083.63,389.82,R. Iyer
ORD109671,2023-04-08 11:34:00,Pune,West,Home Goods,Table Lamp,13.0,1466.39,0.05,18109.92,2073.66,R. Iyer
ORD108778,2023-04-08 13:23:00,Mumbai,West,Home Goods,Bedsheet Set,3.0,2708.78,0.15,6907.39,1189.66,N. Gupta
ORD106254,2023-04-08 14:13:00,Kolkata,East,Electronics,LED Monitor,11.0,2229.48,0.0,24524.28,2974.38,S. Nair
ORD105940,2023-04-08 14:36:00,Mumbai,West,Groceries,Cooking Oil 1L,6.0,327.47,,1964.82,517.61,V. Reddy
ORD108257,2023-04-08 15:14:00,Chandigarh,North,Electronics,Power Bank,4.0,2807.93,0.05,10670.13,3179.06,T. Banerjee
ORD103069,2023-04-08 16:42:00,Pune,West, Apparel ,Denim Jeans,8.0,2377.38,0.0,19019.04,4383.83,R. Iyer
ORD104825,2023-04-08 17:36:00,Hyderabad,South,Apparel,Formal Shirt,7.0,375.95,0.0,2631.65,692.74,K. Menon
